inst_id,y,syst_id,syst_features,syst_prediction,syst_pred_loss,score,assr_conf,assr_pred_loss
441,4,4,[],"[[0.005224930122494698, 0.04104705527424812, 0.0003328644670546055, 0.0018419179832562804, 0.943960964679718, 0.0065220072865486145, 0.0010703151347115636]]",0.057670493,1.0,[0.8620005249977112],0
2173,4,1,[],"[[0.0014449015725404024, 0.07640936970710754, 0.0006900649168528616, 0.0007111508748494089, 0.8772012591362, 0.0410957857966423, 0.002447430742904544]]",0.13101883,1.0,[0.9776689410209656],0
1596,4,2,[],"[[0.02908662147819996, 0.17295819520950317, 0.006757506635040045, 0.0024929968640208244, 0.7690781354904175, 0.012168832123279572, 0.007457687519490719]]",0.26256275,1.0,[0.9745427966117859],0
1019,1,3,[],"[[0.015630342066287994, 0.6668640971183777, 0.009821449406445026, 0.0012895641848444939, 0.07780051231384277, 0.2143947035074234, 0.01419932022690773]]",0.40516904,1.0,[0.9700658917427063],0
442,1,4,[],"[[0.019315773621201515, 0.5020594596862793, 0.006377411540597677, 0.007054856512695551, 0.3775533139705658, 0.07818897068500519, 0.009450246579945087]]",0.68903667,1.0,[0.9197215437889099],0
2174,5,1,[],"[[1.5317684756155359e-06, 0.00924166850745678, 1.4366713685376453e-07, 4.727991331776593e-09, 4.001558045274578e-05, 0.9907165169715881, 7.609647667550234e-08]]",0.009326816,1.0,[0.9996763467788696],0
1597,1,2,[],"[[0.01655171625316143, 0.6620045900344849, 0.0006147896056063473, 0.0007885635131970048, 0.11146563291549683, 0.18346211314201355, 0.02511250227689743]]",0.41248277,1.0,[0.9631543159484863],0
1020,4,3,[],"[[0.1480744630098343, 0.11517610400915146, 0.13706746697425842, 0.030050285160541534, 0.5412275195121765, 0.008505601435899734, 0.019898632541298866]]",0.61391556,1.0,[0.8165135383605957],0
443,5,4,[],"[[0.0005425115232355893, 0.02857288159430027, 0.00014469228335656226, 0.004652902949601412, 0.00792292132973671, 0.9581287503242493, 3.526607542880811e-05]]",0.0427731,1.0,[0.9966918230056763],0
2175,6,1,[],"[[0.026970282196998596, 0.4100145399570465, 0.021553654223680496, 0.0037023252807557583, 0.13454148173332214, 0.0294299628585577, 0.37378770112991333]]",0.98406726,0.0,[0.5141156911849976],0
1598,4,2,[],"[[0.014880333095788956, 0.07651452720165253, 0.007248911075294018, 0.0005591314402408898, 0.896514892578125, 0.0017087602755054832, 0.00257344963029027]]",0.109240405,1.0,[0.8540847897529602],0
1021,3,3,[],"[[0.0009619369520805776, 0.0019954496528953314, 0.005094545893371105, 0.971276044845581, 0.0028574038296937943, 0.00035173812648281455, 0.017462855204939842]]",0.029144581,1.0,[0.9983952641487122],0
444,1,4,[],"[[0.02705477550625801, 0.6562437415122986, 0.007851741276681423, 0.007075492292642593, 0.21264047920703888, 0.07626712322235107, 0.012866604141891003]]",0.421223,1.0,[0.9069359302520752],0
2176,6,1,[],"[[0.2048414647579193, 0.008446041494607925, 0.254555881023407, 0.02600616216659546, 0.0005830361042171717, 0.00024574692361056805, 0.5053216814994812]]",0.68256,1.0,[0.4089866280555725],0
1599,2,2,[],"[[1.2783963029505685e-05, 0.03114199824631214, 0.9601671695709229, 2.5102934159804136e-05, 0.006951333023607731, 0.0003027635393664241, 0.001398883294314146]]",0.040647876,1.0,[0.7456631064414978],0
1022,5,3,[],"[[5.542444228012755e-07, 0.026063382625579834, 2.6537695703154895e-06, 7.486004506063182e-06, 0.00024920565192587674, 0.9736500978469849, 2.6614352464093827e-05]]",0.026703285,1.0,[0.9991036057472229],0
445,0,4,[],"[[0.99289870262146, 0.000959180120844394, 0.002843149472028017, 0.0003986794617958367, 2.1818659661221318e-05, 0.00011027068103430793, 0.0027680927887558937]]",0.0071266256,1.0,[0.9382712244987488],0
2177,2,1,[],"[[0.09018680453300476, 0.0014699813909828663, 0.8382070660591125, 0.0005844227271154523, 3.8654845411656424e-05, 3.1793002563063055e-05, 0.06948122382164001]]",0.1764901,1.0,[0.9111235737800598],0
1600,4,2,[],"[[0.04312426969408989, 0.15014240145683289, 0.013012317940592766, 0.004662624094635248, 0.7668268084526062, 0.011302785947918892, 0.010928844101727009]]",0.26549435,1.0,[0.9566256403923035],0
1023,6,3,[],"[[0.4139517843723297, 0.033964626491069794, 0.3674788475036621, 0.0008220041636377573, 0.0012165952939540148, 0.0004507049161475152, 0.18211542069911957]]",1.7031146,0.0,[0.6223666071891785],0
446,4,4,[],"[[0.006109196692705154, 0.06512084603309631, 0.0004460741183720529, 0.004096941091120243, 0.9101592302322388, 0.012404918670654297, 0.0016627444420009851]]",0.09413573,1.0,[0.9036773443222046],0
2178,4,1,[],"[[0.0019283369183540344, 0.0498056560754776, 0.0018555002752691507, 0.0038596135564148426, 0.9215027093887329, 0.019223611801862717, 0.0018244952661916614]]",0.081749536,1.0,[0.9761960506439209],0
1601,4,2,[],"[[0.035500071942806244, 0.1575983315706253, 0.009823712520301342, 0.0014078563544899225, 0.7830992937088013, 0.00636779610067606, 0.006203006953001022]]",0.2444958,1.0,[0.8806572556495667],0
1024,3,3,[],"[[0.0016618248773738742, 0.0026844560634344816, 0.003886536695063114, 0.9567274451255798, 0.0025466433726251125, 0.0004915986210107803, 0.032001473009586334]]",0.044236757,1.0,[0.9985972046852112],0
447,1,4,[],"[[0.08032862097024918, 0.832621157169342, 0.011580157093703747, 0.0026706671342253685, 0.010225852951407433, 0.014971580356359482, 0.047601960599422455]]",0.18317656,1.0,[0.9442748427391052],0
2179,6,1,[],"[[0.07744890451431274, 0.11708252131938934, 0.030477721244096756, 0.0010667163878679276, 0.0036924919113516808, 0.0017342155333608389, 0.7684974670410156]]",0.263318,1.0,[0.6712541580200195],0
1602,6,2,[],"[[0.004378132522106171, 0.14034545421600342, 0.24543428421020508, 0.00026526759029366076, 0.00018488855857867748, 1.4422381354961544e-05, 0.6093775629997253]]",0.49531725,1.0,[0.8755974769592285],0
1025,6,3,[],"[[0.024224186316132545, 0.020656248554587364, 0.08338227868080139, 0.0006435644463635981, 0.0008102382416836917, 0.0015239730710163713, 0.8687595129013062]]",0.14068894,1.0,[0.5017160177230835],0
448,1,4,[],"[[0.003968405537307262, 0.1811560094356537, 0.0016935609746724367, 0.0019377203425392509, 0.7900981307029724, 0.01712919771671295, 0.004016903694719076]]",1.7083967,0.0,[0.8464142084121704],1
2180,3,1,[],"[[0.024463895708322525, 0.0017228228971362114, 0.0025140854995697737, 0.9561783075332642, 0.0020746607333421707, 7.638424722244963e-05, 0.012969864532351494]]",0.04481084,1.0,[0.996812641620636],0
1603,6,2,[],"[[0.1593097448348999, 0.04761486127972603, 0.06020520627498627, 0.0012946909992024302, 0.00017762885545380414, 9.308896551374346e-06, 0.731388509273529]]",0.31281048,1.0,[0.837453305721283],0
1026,0,3,[],"[[0.8937100172042847, 0.083781398832798, 0.01568356528878212, 6.0711241530952975e-05, 0.00020292314002290368, 7.054269372019917e-05, 0.006490906234830618]]",0.11237392,1.0,[0.912228524684906],0
449,4,4,[],"[[0.001568300067447126, 0.09801198542118073, 0.0006676106131635606, 0.0007675036322325468, 0.8888365030288696, 0.008924071677029133, 0.0012239714851602912]]",0.11784195,1.0,[0.9719793200492859],0
2181,5,1,[],"[[1.9403668716222455e-07, 0.0025191395543515682, 1.2934648907503288e-08, 2.735667803399622e-10, 2.3065071218297817e-05, 0.9974575638771057, 2.0305209957882653e-08]]",0.00254569,1.0,[0.999721348285675],0
1604,0,2,[],"[[0.6425462961196899, 0.16975168883800507, 0.0184086412191391, 0.0003554185968823731, 0.008922934532165527, 0.0003010992077179253, 0.1597139537334442]]",0.44231644,1.0,[0.9182592630386353],0
1027,4,3,[],"[[0.0006193983135744929, 0.05062645673751831, 0.004295453894883394, 0.0002507425961084664, 0.9350928664207458, 0.004445546772330999, 0.004669586196541786]]",0.067109406,1.0,[0.9317882061004639],0
450,6,4,[],"[[0.07726287096738815, 0.05747046694159508, 0.618604838848114, 0.028955664485692978, 0.00811468530446291, 0.01899101957678795, 0.19060052931308746]]",1.6575755,0.0,[0.3065934479236603],0
2182,5,1,[],"[[7.533454663644079e-06, 0.12250819802284241, 3.352142812218517e-07, 7.614006314327071e-09, 0.0015346601139754057, 0.8759475350379944, 1.6205120800805162e-06]]",0.13244908,1.0,[0.9938634634017944],0
1605,4,2,[],"[[0.022745957598090172, 0.229827880859375, 0.004277070052921772, 0.0020949700847268105, 0.7130065560340881, 0.020433366298675537, 0.007614122238010168]]",0.3382646,1.0,[0.9869246482849121],0
1028,1,3,[],"[[0.007605338469147682, 0.8075984716415405, 0.0037740753032267094, 0.0009628733969293535, 0.024806074798107147, 0.13625884056091309, 0.018994290381669998]]",0.21369025,1.0,[0.953086256980896],0
451,6,4,[],"[[0.021838778629899025, 0.5381726026535034, 0.06742678582668304, 0.006558926310390234, 0.055525947362184525, 0.03897213935852051, 0.27150484919548035]]",1.3037753,0.0,[0.559852123260498],0
2183,0,1,[],"[[0.806639552116394, 0.004529131110757589, 0.0941557064652443, 0.005180696491152048, 8.928787428885698e-05, 9.33329647523351e-05, 0.08931223303079605]]",0.21487832,1.0,[0.8549323081970215],0
1606,6,2,[],"[[0.011554423719644547, 0.5423922538757324, 0.11419925838708878, 0.016877317801117897, 0.02863059565424919, 0.006795237772166729, 0.2795508801937103]]",1.274571,0.0,[0.6660934686660767],1
1029,3,3,[],"[[0.0014287859667092562, 0.0013128456193953753, 0.0038291048258543015, 0.9681522250175476, 0.0016245505539700389, 0.0003667489509098232, 0.02328570932149887]]",0.03236597,1.0,[0.9972795844078064],0
452,5,4,[],"[[0.0008277646265923977, 0.16783058643341064, 0.0005277671152725816, 0.006220182403922081, 0.20034749805927277, 0.6239739060401917, 0.00027223312645219266]]",0.4716467,1.0,[0.9944040775299072],0
2184,2,1,[],"[[0.08181558549404144, 0.0018022711155936122, 0.6994838714599609, 0.0020247793290764093, 9.002782462630421e-05, 5.972586222924292e-05, 0.21472369134426117]]",0.35741252,1.0,[0.6484717130661011],0
1607,1,2,[],"[[0.011100385338068008, 0.4969453811645508, 0.003116258652880788, 0.003177463775500655, 0.275707483291626, 0.19285409152507782, 0.017098845914006233]]",0.69927514,1.0,[0.9326403141021729],0
1030,5,3,[],"[[1.1832269592559896e-05, 0.016492091119289398, 1.0863059287657961e-05, 3.23313579428941e-05, 2.833940197888296e-05, 0.9834011793136597, 2.3323453206103295e-05]]",0.016738096,1.0,[0.9999349117279053],0
453,0,4,[],"[[0.8472492694854736, 0.067623071372509, 0.047047972679138184, 0.0006847339100204408, 0.00013988414139021188, 0.0018562583718448877, 0.0353986993432045]]",0.16576035,1.0,[0.9718194007873535],0
2185,0,1,[],"[[0.7992159128189087, 0.005077751353383064, 0.09873247146606445, 0.005775691941380501, 0.00010517292685108259, 0.00010733650560723618, 0.09098556637763977]]",0.22412412,1.0,[0.8325666785240173],0
1608,1,2,[],"[[0.009986726567149162, 0.5434386730194092, 0.0048912581987679005, 0.0015694026369601488, 0.303468257188797, 0.12474421411752701, 0.011901438236236572]]",0.6098384,1.0,[0.9311023354530334],0
1031,3,3,[],"[[0.0012432934017851949, 0.0029504471458494663, 0.00971667654812336, 0.9656359553337097, 0.006670593284070492, 0.0004890279960818589, 0.013294067233800888]]",0.03496837,1.0,[0.9988351464271545],0
454,4,4,[],"[[0.00447671115398407, 0.1091974750161171, 0.0006139300530776381, 0.000567734008654952, 0.8779088854789734, 0.006146811414510012, 0.00108852528501302]]",0.13021249,1.0,[0.9763429760932922],0
2186,1,1,[],"[[0.02486923150718212, 0.7699301838874817, 0.009368552826344967, 0.004080517217516899, 0.10494017601013184, 0.0788879245519638, 0.007923532277345657]]",0.26145545,1.0,[0.9587776064872742],0
1609,5,2,[],"[[1.5259145584423095e-05, 0.023375866934657097, 2.2096624263667763e-07, 0.00022681041446048766, 0.000655603944323957, 0.9753032922744751, 0.00042302621295675635]]",0.025006788,1.0,[0.9997983574867249],0
1032,0,3,[],"[[0.6709821820259094, 0.015653235837817192, 0.19857890903949738, 0.02064521238207817, 0.0006450104992836714, 0.00021556182764470577, 0.09327992796897888]]",0.39901268,1.0,[0.7209233641624451],0
455,1,4,[],"[[0.006379324942827225, 0.7096850872039795, 0.054571058601140976, 0.005754306446760893, 0.09088782221078873, 0.06946565210819244, 0.06325667351484299]]",0.34293398,1.0,[0.7316157221794128],0
2187,0,1,[],"[[0.8893923163414001, 0.05659804493188858, 0.01630529947578907, 0.00029779699980281293, 0.00012004464952042326, 0.00014982088760007173, 0.03713669255375862]]",0.11721682,1.0,[0.971541702747345],0
1610,1,2,[],"[[0.0033998521976172924, 0.5900914669036865, 0.0010485227685421705, 0.0006702952669002116, 0.10760846734046936, 0.28800883889198303, 0.009172468446195126]]",0.52747774,1.0,[0.9694926738739014],0
1033,6,3,[],"[[0.04758342728018761, 0.0005875605856999755, 0.39502230286598206, 0.00968635082244873, 0.00011595717660384253, 0.0005125662428326905, 0.546491801738739]]",0.60423595,1.0,[0.5012285709381104],0
456,6,4,[],"[[0.03878205269575119, 0.0012374813668429852, 0.8186569809913635, 0.0029298574663698673, 6.80579034906259e-07, 0.00010113720054505393, 0.13829182088375092]]",1.9783891,0.0,[0.7401325106620789],1
2188,1,1,[],"[[0.0042723906226456165, 0.8480744361877441, 0.00026158575201407075, 3.7908630474703386e-05, 0.006822697818279266, 0.13838082551956177, 0.002150190994143486]]",0.16478685,1.0,[0.9659873247146606],0
1611,4,2,[],"[[0.022524243220686913, 0.18749141693115234, 0.004339190199971199, 0.001370727433823049, 0.7678393721580505, 0.011068407446146011, 0.005366630386561155]]",0.26417476,1.0,[0.9860333800315857],0
1034,6,3,[],"[[0.05833903327584267, 0.011215591803193092, 0.06258860975503922, 0.00025549691054038703, 7.039968477329239e-05, 0.0001442812936147675, 0.867386519908905]]",0.14227057,1.0,[0.9065113067626953],0
457,6,4,[],"[[0.037370696663856506, 0.001238059252500534, 0.826367199420929, 0.0026522851549088955, 7.494687679354683e-07, 0.00010282079165335745, 0.13226808607578278]]",2.0229244,0.0,[0.7193132638931274],1
2189,4,1,[],"[[0.0030044864397495985, 0.061667997390031815, 0.004062090069055557, 0.00794330146163702, 0.897919774055481, 0.022507168352603912, 0.002895212033763528]]",0.10767456,1.0,[0.9790573120117188],0
1612,4,2,[],"[[0.02555321902036667, 0.11097534000873566, 0.015298227779567242, 0.0021568727679550648, 0.833578884601593, 0.005228737834841013, 0.007208638358861208]]",0.18202691,1.0,[0.8122898936271667],0
1035,6,3,[],"[[0.12832699716091156, 0.31816044449806213, 0.08436506241559982, 0.014062492176890373, 0.0573909617960453, 0.026638709008693695, 0.3710552453994751]]",0.9914043,1.0,[0.48428210616111755],0
458,4,4,[],"[[0.004329445771872997, 0.09163011610507965, 0.0014361210633069277, 0.0012723564868792892, 0.8896803855895996, 0.008656914345920086, 0.0029946626164019108]]",0.11689297,1.0,[0.8384929299354553],0
2190,1,1,[],"[[0.021080229431390762, 0.9215124249458313, 0.00038459416828118265, 3.32760282617528e-05, 0.003597444389015436, 0.044654253870248795, 0.008737685158848763]]",0.08173899,1.0,[0.887144923210144],0
1613,1,2,[],"[[0.00029322184855118394, 0.6041340827941895, 0.00010325923358323053, 1.781197170203086e-05, 0.011258183978497982, 0.38207828998565674, 0.0021152058616280556]]",0.5039592,1.0,[0.9864604473114014],0
1036,6,3,[],"[[0.20181038975715637, 0.007923563942313194, 0.19781389832496643, 0.05875442549586296, 0.0010534075554460287, 0.0021844436414539814, 0.5304598212242126]]",0.63401103,1.0,[0.38743114471435547],0
459,3,4,[],"[[0.00020034598128404468, 0.0007204270805232227, 0.000869247131049633, 0.9822100400924683, 6.198879987096007e-07, 0.0077900090254843235, 0.008209293708205223]]",0.017950112,1.0,[0.9975171089172363],0
2191,1,1,[],"[[0.04585747420787811, 0.5226117968559265, 0.015943007543683052, 0.008136867545545101, 0.34013283252716064, 0.033403631299734116, 0.033914465457201004]]",0.64891636,1.0,[0.5475185513496399],0
1614,6,2,[],"[[0.009282487444579601, 0.33540141582489014, 0.47225892543792725, 0.001136386883445084, 0.11269795149564743, 0.0017523928545415401, 0.06747044622898102]]",2.6960657,0.0,[0.6338782906532288],1
1037,2,3,[],"[[0.010336307808756828, 0.003700906876474619, 0.5989654660224915, 0.021664952859282494, 0.00143605493940413, 0.0008133714436553419, 0.3630830943584442]]",0.51255137,1.0,[0.6668259501457214],0
460,2,4,[],"[[0.010425780899822712, 0.09150198847055435, 0.38063958287239075, 0.004537360742688179, 0.0005221277242526412, 0.00800899788737297, 0.5043642520904541]]",0.9659023,0.0,[0.481355220079422],0
2192,0,1,[],"[[0.8656790256500244, 0.08934938162565231, 0.012131616473197937, 0.00018375074432697147, 0.00011938589159399271, 0.00019976221665274352, 0.03233698755502701]]",0.1442411,1.0,[0.9787680506706238],0
1615,5,2,[],"[[2.062857447526767e-06, 0.003976905252784491, 2.122093079037768e-08, 7.793682016199455e-05, 2.7318039428791963e-05, 0.9958333969116211, 8.240605529863387e-05]]",0.004175279,1.0,[0.9998910427093506],0
1038,5,3,[],"[[1.1699283277266659e-05, 0.02809813804924488, 3.5128843592246994e-05, 4.5920278353150934e-05, 0.0012183182407170534, 0.970493733882904, 9.709860751172528e-05]]",0.029950352,1.0,[0.999404788017273],0
461,6,4,[],"[[0.30737194418907166, 0.1077466830611229, 0.14552240073680878, 0.012675167061388493, 0.0011412908788770437, 0.00898640789091587, 0.41655614972114563]]",0.875734,1.0,[0.6342176795005798],0
2193,4,1,[],"[[0.004048984032124281, 0.08490705490112305, 0.00521824648603797, 0.008821702562272549, 0.8677000403404236, 0.025103038176894188, 0.004200906027108431]]",0.14190921,1.0,[0.9769865870475769],0
1616,5,2,[],"[[3.8148509702296e-06, 0.04391205310821533, 9.470112445342238e-07, 4.329804505687207e-05, 0.0004649955953937024, 0.9552740454673767, 0.0003008146886713803]]",0.04575704,1.0,[0.9994889497756958],0
1039,2,3,[],"[[0.019632620736956596, 0.0071724639274179935, 0.7420902848243713, 0.014332009479403496, 0.0069684479385614395, 0.00236747064627707, 0.2074367254972458]]",0.29828435,1.0,[0.44309064745903015],0
462,5,4,[],"[[0.0002546973992139101, 0.004819076042622328, 4.3132480641361326e-05, 0.0031163827516138554, 0.0006646412657573819, 0.9910954236984253, 6.6181896727357525e-06]]",0.008944444,1.0,[0.9997158646583557],0
2194,3,1,[],"[[0.030048809945583344, 0.0024167243391275406, 0.005715715698897839, 0.9440029263496399, 0.0024206144735217094, 0.000295082078082487, 0.015100100077688694]]",0.057626043,1.0,[0.9971711039543152],0
1617,4,2,[],"[[0.01443848479539156, 0.2756982445716858, 0.0049751512706279755, 0.0039058364927768707, 0.6454099416732788, 0.04685409367084503, 0.008718266151845455]]",0.43786958,1.0,[0.9823511838912964],0
1040,3,3,[],"[[0.000942010956350714, 0.0005993716767989099, 0.007460972759872675, 0.980832576751709, 0.002004418056458235, 0.0002507485041860491, 0.00790979340672493]]",0.019353487,1.0,[0.9950026869773865],0
463,0,4,[],"[[0.8686478734016418, 0.018284272402524948, 0.0663408413529396, 0.00024672257131896913, 2.381803369644331e-06, 0.00034892684197984636, 0.04612889885902405]]",0.14081745,1.0,[0.9880004525184631],0
2195,5,1,[],"[[1.4805168575549033e-05, 0.08219575136899948, 1.560289774715784e-06, 5.128405078380638e-08, 0.0004823934577871114, 0.9173040390014648, 1.373354848510644e-06]]",0.08631629,1.0,[0.9990697503089905],0
1618,0,2,[],"[[0.30327144265174866, 0.4146442115306854, 0.06536983698606491, 0.00029203464509919286, 0.018425483256578445, 0.000524524599313736, 0.1974724531173706]]",1.193127,0.0,[0.8825394511222839],2
1041,3,3,[],"[[0.0006073945551179349, 0.00017787961405701935, 0.024103155359625816, 0.9705342650413513, 0.0025794878602027893, 0.0001824189384933561, 0.0018153757555410266]]",0.029908586,1.0,[0.9883042573928833],0
